"Club";"Barra";"Titulo";"Letra"
"independiente rivadavia";"los caudillos del parque";"la banda leprosa ya llego";"lobo chacarero y bodegue los quiero ver en un combate con la lepra alguna vez pero sin correr! la banda leprosa ya llego de corazon esta es tu hinchada se merece ser campeon el ascenso!"
"independiente rivadavia";"los caudillos del parque";"la banda leprosa ya llego del corazon";"la banda leprosa ya llego del corazon esta es tu hinchada y se merese ser campeon y el acenso lobo chacarero y bodege los quiero ver en un combate con la lepra alguna vez pero sin correr"
"independiente rivadavia";"los caudillos del parque";"lepra mi buen amigo";"lepra mi buen amigo  esta campaña volveremos a estar contigo  te alentaremos de corazón  esta es tu hinchada que te quiere ver campeón  no me importan lo que digan  tampoco me importa donde vas  yo te sigo a todas partes  cada vez te quiero mas"
"independiente rivadavia";"los caudillos del parque";"nos dicen los caudillos somos del parque";"nos dicen los caudillos somos del parque  vamos a todos lados tenemos aguante  la lepra es un sentimiento que se lleva en el corazon  daria toda mi vida por ser campeon.... dale dale le dale dale le dale dale le dale dale le"
"independiente rivadavia";"los caudillos del parque";"probablemente ya de mi te has olvidado";"probablemente ya de mi te has olvidado  pero estamos aca te estamos esperando  probablemente vos estes cagado  porque sos un boton corres en todos lados  tombino vigilante andate preparando  porque hace mucho tiempo que te estamos esperando  te vamos a quitar los bombos y las banderas  te vamos a correr del parque a la bodega"
"independiente rivadavia";"los caudillos del parque";"re loco te vengo a ver";"re loco te vengo a ver no podemos perder yo te sigo a donde vas vallas bien o vallas mal! yo soy leproso vengo del parque y dejo todo por alentarte independiente mi genio amor! daria la vida por ser campeon!"
"independiente rivadavia";"los caudillos del parque";"somos la banda loca que te sigue a todos lados";"somos la banda loca que te sigue a todos lados  la lepra manda en cuyo copa a donde quiera que va  las alegrias y tristeza que he vivido la he pasado a tu lado  y demostramos que esta banda te quiere de verdad  a vos te sigo aunque vos vayas bien  a vos te sigo aunque vos vayas mal daria la vida por un campeonato y una vuelta mas"
"godoy cruz";"la banda del expreso";"bodeguero hoy te vinimo a ver";"bodeguero hoy te vinimo a ver bodeguero hoy no pedes perder te llevamos dentro del corazon esta hinchada se merece ser campeooooon...."
"godoy cruz";"la banda del expreso";"despacito";"hoy largo todo y te vengo a alentar cueste lo que cueste hay que ganar se que no hay cura para está pasión por eso te doy mi corazón"
"godoy cruz";"la banda del expreso";"donde jugues yo voy a estar";"vamos vamos bodeguero  yo te quiero ver primero… yo te sigo de pendejo dar la vuelta es mi sueño  y descender a la lepra de nuevo  por amargo y por cagón… no me importa lo que digan esos putos periodistas  esos putos de la lepra que son todos policias  y correrlo al santo y a la lepra que nunca se planto… vamos campeón vamos a ganar  donde jugues yo voy a estar… vamos campeón vamos a ganar  que esta banda quiere festejar…"
"godoy cruz";"la banda del expreso";"llora la lepra porque el tomba juega la copa";"yo no se que me paso que el expreso me enamoro  una pasión sin explicación… desde pendejo yo te vengo a ver y a la bodega queremos volver vamos tomba hoy no podes perder. porque esta hinchada es así tombina hasta la muerte  esta gente no es amarga como lo es independiente llora la lepra porque el tomba juega la copa y no se dan cuenta que ellos son de la b. yo soy así bodeguero porque tengo aguante yo no soy vigilante no somos como los putos de la le… bodegue bodegue bodegue"
"godoy cruz";"la banda del expreso";"muchas veces por vos termine en cana";"voy para el gambarte yo soy bodeguero yo te vengo a ver porque te quiero no nos importa nada y arrancamos caravana muchas veces por vos terminé en cana a los jugadores que dejen la vida quiero un campeonato mi alegria es por los colores es por nuestra historia siempre seremos el más grande de mendoza a la lepra un minuto de silencio que a los putos los mandamos al descenso yo soy tombino y no me importa nada meta vino cocaína y marihuana"
"godoy cruz";"la banda del expreso";"senores largo todo me voy a ver al tomba";"señores largo todo me voy a ver al tomba se que los jugadores me van a demostrar que salen a ganar quieren salir campeón... que lo llevan adentro como lo llevo yo."
"godoy cruz";"la banda del expreso";"soy bodeguero senores yo tengo huevo";"soy bodeguero señores yo tengo huevo soy de la banda mas loca de la banda del expreso  el viejo tomba en la historia qedara  los pibes qe ya te vieron campeon en el nacional toda la argentina siempre lo sabra el capo de cuyo siempre va a aguantar viajamo la copa viajamo al mundial todos los caudillos se quieren matar"
"godoy cruz";"la banda del expreso";"soy tombino y no me importa nada meta vino cocaina y marihuana";"a la lepra un minuto de silencio que por putos los mandamos al descenso soy tombino y no me importa nada meta vino cocaína y marihuana. voy para el gambarte yo soy bodeguero hoy te vengo a ver por qué te quiero no nos importa nada y arrancamos en caravana muchas veces por vos termine en cana y a los jugadores que dejen la vida quiero un campeonato una alegría que por los colores que por nuestra historia siempre seré el más grande de mendoza"
"godoy cruz";"la banda del expreso";"voy para el gambarte";"voy para el gambarte yo soy bodeguero yo te vengo a ver porque te quiero no nos importa nada y arrancamos caravana muchas veces por vos terminé en cana a los jugadores que dejen la vida quiero un campeonato mi alegria es por los colores es por nuestra historia siempre seremos el más grande de mendoza a la lepra un minuto de silencio que a los putos los mandamos al descenso yo soy tombino y no me importa nada meta vino cocaína y marihuana"
"union de santa fe";"la barra de la bomba";"che negro vos de que te la das";"che negro vos de que te la das si sos un refugiado  corriste con los bombos y los trapos porque sos un cagon  desde que hiciste la cancha nueva nunca la llenaste  dejas toda tu gente tirada que cobarde que sos. sacaste la virgen la tarde de aquel 2 a 0  y los jugadores pedían que alientes vos sos sin aliento  silbaste y rompiste el carnet vos no tenes huevo  y como corriste allá en paraguay a la argentina la dejaste re mal. negro sos la vergüenza internacional te lo dice la bomba el dueño de la ciudad"
"union de santa fe";"la barra de la bomba";"dicen que estamos todos de la cabeza";"dicen que estamos todos de la cabeza pero a la policía no le interesa. no me importa si unión no va primero yo lo sigo alentando porque lo quiero yooo soy tatengue... yoo soy tatengue...."
"union de santa fe";"la barra de la bomba";"el rojo y el blanco me vuela la mente";"el rojo y el blanco me vuelan la mente con los bombos y los trapos yo vengo a verte fumando marihuana y tomando cocaina al tate lo sigo por toda la argentina le vamos a quemar el barrio centenario los vamos a matar a los putos de rosario la bomba te alienta pinto el descontrol queremos la vuelta queremos ser campeón dejando la vida me vas a ver alentando en la tribuna siempre estaré"
"union de santa fe";"la barra de la bomba";"esta es la banda loca de la avenida";"esta es la banda loca de la avenida la que lo sigue al tate con alegria vayas a donde vayas yo voy contigo fumando marihuana y tomando vino tate queridoooo...."
"union de santa fe";"la barra de la bomba";"llega la barra de la bomba";"llega la barra de la bomba... la que te sigue a donde vas en los buenos y en los malos momentos siempre te alienta hasta el final... dale dale dale union! dale dale dale union! dale dale dale dale union!"
"union de santa fe";"la barra de la bomba";"tate te quiero antes de ser del negro yo me muero";"vamos vamos tatengue te vinimos a ver te llevamos en el alma no podemos perder tate locura yo soy de la avenida y tomo frula tate te quiero antes de ser del negro yo me muero!"
"union de santa fe";"la barra de la bomba";"tate vos sos mi vida";"tate vos sos mi vida mi locura sos mi alegria te llevamos en el corazon nada puede con el sentimiento que siento por vos donde jueges yo voy a estar hasta la muerte hoy tenes que ganar que la bomba es un carnaval tatengue siempre voy esta hinchada quiere ser campeón"
"union de santa fe";"la barra de la bomba";"vamo vamo tatengue vamo vamo a ganar";"y dale dale dale dale unión y dale dale dale dale unión te vinimos a ver te vinimos alentar vamo vamo tatengue vamo vamo a ganar.."
"union de santa fe";"la barra de la bomba";"y dale dale dale union";"y dale dale dale union... y dale dale dale union... y dale dale dale tate... dale dale tate...dale dale union"
"union de santa fe";"la barra de la bomba";"y dale union";"y dale uniooon y dale uniooon... y dale uniooon y dale uniooon... y dale unioooooo y dale unioooooon... y dale union! y dale union!"
"union de santa fe";"la barra de la bomba";"yo soy tatengue es un sentimiento no puedo parar";"ole ole ole ole ole ole ola  ole ole ole cada dia te quiero mas  yo soy tatengue es un sentimiento no puedo parar."
"alvarado";"la brava";"alva querido daria la vida por salir campeon";"a todas partes yo voy con vos  azul y blanco es mi corazon  alva querido daria la vida por salir campeon de visitante o de local la brava siempre te va alentar  de caravana y haciendo fiesta en la popular.  yo te vengo a ver  descontrolado te vengo a ver  yo me enamore  de alvarado me enamore...<U+266A>"
"alvarado";"la brava";"como me voy a olvidar aquella tarde del abandono";"como me voy a olvidar aquella tarde del abandono como me voy a olvidar los de aldocivil corrieron todos tu popular quedo vacía llamaste a la policía che tiburón vos no aguantas vos sos la hinchada mas puta que hay miren que hinchada miren que fiesta esta es la brava la que siempre alienta pasan los años pasa la vida pero ai cosas que nunca se olvidann..."
"alvarado";"la brava";"con esta hinchada loca";"con esta hinchada looooooca... te sigue a donde vaaas... ganamo´ el campeonato nos vamo´ al nacionaaaaal... por que tenemo´ aguaaaante... aguante de verdaaaad... che puerto vigilaaaante te vamos a matar..."
"alvarado";"la brava";"loco de la cabeza voy x vos";"loco de la cabeza voy x vos... aunque ganes o pierdas acá estoy... siempre hacemos fiesta en el tablon no somo' amargos como el tiburon... alva hoy hay q' ganar queremos ir al nacional la brava siempre va a alentar y nunca te va a abandonar...<U+266A>"
"alvarado";"la brava";"matadero vamo a quemar todo el puerto";"mataderoo vamo todo a la cancha porque tenemos huevooo matadero vamo a quemar todo el puerto y al tiburon lo vamos a matar para ser campeon hoy ahi que ganar"
"alvarado";"la brava";"soy del matadero si senor";"soy del matadero si señor qe loco estoy esta es la brava que el descenso se banco y te alento en el matadero hay carnaval vamo a ganar en el estadio una vuelta vamo a dar y delirar"
"alvarado";"la brava";"vamo alvarado ponga mas huevo";"la gente anda diciendo q' somos negros... pero no se equivocan tienen razón... somos negros del barrio de matadero... pero azul y blanco es mi corazon... siempre vamo' a la cancha de caravana... siempre hacemos fiesta en el tablon... ponga huevo alvarado xq' este la brava se merece salir campeon... vamo' alvarado ponga mas huevo q' te lo pide todo matadero vamo alvarado ponga mas huevo queremos el nacional..."
